dataset_id,num_max_mean,instance_count,num_mean_mean,kurtosis_mean,number_of_features,number_of_numeric_features,num_min_mean,number_of_categorical_features,skewness_max,skewness_min,skewness_std,number_of_classes,skewness_mean,kurtosis_min,log_number_of_features,log_instance_count,class_entropy,ratio_numerical_features,ratio_outlier_features,class_max_prob,canonical_corr_attr_class,mean_categorical_imbalance,num_zero_frac,class_entropy_norm
32,100.0,10992.0,50.711045533115,-0.5010429355334174,16.0,16.0,0.0,0.0,0.9482646831122558,-1.491182875203131,0.654841646035446,10.0,-0.0391960821203113,-1.685793174469628,2.772588722239781,9.30492301446213,3.320771738890595,1.0,0.1875,0.1040756914119359,0.9328662191055334,0.0,0.1282978529839883,0.9996519021593072
37,179.19,768.0,44.98579117838541,2.7753623954423947,8.0,8.0,2.63475,0.0,2.272250858431574,-1.8436079833551304,1.2410904298246983,2.0,0.5292461289375234,-0.520071866153013,2.079441541679836,6.643789733147672,0.9331343166407832,1.0,1.0,0.6510416666666666,0.5506842068290063,0.0,0.1241861979166666,0.9331343166407832
44,483.9420701754385,4601.0,6.150770191072116,241.17001865177343,57.0,57.0,0.0526315789473684,0.0,31.062064279035454,1.5916742687064176,6.897289088738801,2.0,11.186639096028683,5.257394367988139,4.04305126783455,8.434028950155469,0.9673602371807666,1.0,0.2456140350877192,0.6059552271245382,0.7482889655344738,0.0,0.7741490217610969,0.9673602371807666
46,,3190.0,,0.0,60.0,0.0,,60.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0943445622221,8.06777619577889,1.4801700696136335,0.0,,0.5188087774294671,,0.215008881922675,,0.933883337265177
50,,958.0,,0.0,9.0,0.0,,9.0,0.0,0.0,0.0,2.0,0.0,0.0,2.19722457733622,6.86484777797086,0.930953986250796,0.0,,0.6534446764091858,,0.1555323590814196,,0.930953986250796
54,198.88888888888889,846.0,117.6349487785658,5.15314051651476,18.0,18.0,78.38888888888889,0.0,6.778393619108948,-0.2263412803298251,1.6518521241768302,4.0,1.0415777283622751,-0.978471296306974,2.8903717578961645,6.740519359606223,1.999066765534363,1.0,0.4444444444444444,0.2576832151300236,0.841991228914673,0.0,0.0070265300761754,0.9995333827671816
151,1.0,45312.0,0.3441820375901686,1029.170540784117,8.0,7.0,0.0,1.0,78.68700692524668,-0.165814525794946,27.150279873383766,2.0,12.618112702577076,-1.318137404673053,2.079441541679836,10.721327177053393,0.9835093906057096,0.875,0.7142857142857143,0.5754546257062146,0.4474031287714194,0.0010593220338983,0.0033387560532687,0.9835093906057096
182,2.8229496111111114,6430.0,-0.0005560885260065,-0.154116880478726,36.0,36.0,-2.595993833333333,0.0,0.9194954990162651,-0.6740118722728567,0.5578673519550533,6.0,0.0404602338510036,-0.9198282387807936,3.58351893845611,8.768729817231666,2.4833618760456604,1.0,0.25,0.2381026438569206,0.933358783217638,0.0,0.0,0.9606955131275016
188,3540.163571428572,736.0,390.0868288072738,62.865966258133255,19.0,14.0,207.33571428571423,5.0,27.109270846229663,-0.6970908724266807,7.132742337929585,5.0,2.5514530161151705,-1.887802596870332,2.9444389791664403,6.601230118728877,2.262083620428274,0.7368421052631579,0.6428571428571429,0.2907608695652174,0.8651030393203822,0.2953521026075373,0.0007763975155279,0.9742263877202488
38,303.82,3772.0,46.436689696411385,51.41313506551004,29.0,6.0,0.8841666666666667,23.0,13.88265275504177,1.2326742385072795,4.619724818308129,2.0,3.569191882469104,4.073471498748894,3.367295829986474,8.235360643753348,0.3323505555321104,0.2068965517241379,1.0,0.9387592788971368,0.4088511404343141,,0.0,0.3323505555321104
307,1.8246,990.0,-0.103180404040404,-0.3914272150168468,12.0,10.0,-1.9467,2.0,0.3570604221210377,-0.206152045563821,0.160005616727564,11.0,0.0911152728506248,-0.7621395184642967,2.4849066497880004,6.897704943128636,3.4594316186372978,0.8333333333333334,0.5,0.0909090909090909,0.8817142153590543,0.0333333333333333,0.0006060606060606,1.0000000000000002
300,0.9828541329011344,7797.0,0.0647960369580703,3.605662565275793,617.0,617.0,-0.9348064829821716,0.0,10.771901703243552,-2.367036228796092,1.8097272222447012,26.0,0.442067452551359,-1.473749888503337,6.424869023905388,8.9614943233096,4.700438279876529,1.0,0.5591572123176661,0.0384763370527125,0.9851884569444934,0.0,0.0035603603513714,0.9999996940148904
458,34.4,841.0,10.12524205877357,2.359129460351534,70.0,70.0,0.8285714285714286,0.0,4.087186736805139,-0.0407089206072922,0.6778125117860878,4.0,1.1147021119329903,-0.79026158629887,4.248495242049359,6.734591659972948,1.787416049226166,1.0,0.9714285714285714,0.3769322235434007,0.960370629647357,0.0,0.1103788007474095,0.893708024613083
469,,797.0,,0.0,4.0,0.0,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1.3862943611198906,6.680854678790215,2.580259207782651,0.0,,0.1944792973651192,,0.1838143036386449,,0.9981805179234928
554,220.4591836734694,70000.0,33.385964741253645,4488.902658554502,784.0,784.0,0.0,0.0,264.57513110645925,-0.2354966023100085,59.4302976891017,10.0,28.50269667305832,-1.8254292785720232,6.664409020350408,11.156250521031495,3.3198370254034137,1.0,0.0561224489795918,0.1125285714285714,0.8905002876844432,0.0,0.8085755284256559,0.999370525362314
1049,41034.6472972973,1458.0,583.4640334779226,105.0871480075212,37.0,37.0,0.2167567567567567,0.0,25.48385197642487,-0.4639306888169766,5.107399869459503,2.0,6.450282232943047,-1.5109530299949745,3.610917912644224,7.284820912568604,0.5353247216329435,1.0,0.8648648648648649,0.877914951989026,0.568091910432257,0.0,0.1903755607459311,0.5353247216329435
1050,367116.3932432432,1563.0,1008.14586726842,238.9540458598084,37.0,37.0,0.2989189189189188,0.0,30.488993517150107,-0.5895053004378074,8.283225800024875,2.0,10.324325597699096,-1.482237026065722,3.610917912644224,7.354362330421477,0.4764549714253223,1.0,0.918918918918919,0.8976327575175944,0.444716183348313,0.0,0.1330082481713959,0.4764549714253223
1053,1567411.5785714283,10885.0,1902.7823686449665,586.6194695049816,21.0,21.0,0.238095238095238,0.0,46.21215121044672,1.920658729292504,10.965115630787183,2.0,15.83647074795047,3.360052310358097,3.044522437723423,9.295140973668648,0.7086892115305543,1.0,0.9523809523809524,0.8065227377124483,0.319328601374468,0.0,0.16691821423103,0.7086892115305543
1063,111741.90809523808,522.0,977.893699142492,130.10843043463294,21.0,21.0,0.3809523809523809,0.0,16.788705242312478,1.0464801419245209,4.252086526444207,2.0,8.953093281768096,1.9918546982657936,3.044522437723423,6.257667587882639,0.7317786193052257,1.0,0.9047619047619048,0.7950191570881227,0.5985821241842396,0.0,0.1214194490056559,0.7317786193052257
1067,16869.353333333333,2109.0,285.096916615864,31.85339193107336,21.0,21.0,0.238095238095238,0.0,8.789034149895588,1.1407658504141531,1.96898818584413,2.0,4.203178136828375,1.241395020868305,3.044522437723423,7.653969180478774,0.6211733422333798,1.0,0.8571428571428571,0.8454243717401612,0.4677233660923736,0.0,0.1704260651629072,0.6211733422333798
1068,216793.89238095237,1109.0,1500.9949675812618,116.04528058633072,21.0,21.0,0.3333333333333333,0.0,18.550221072780687,2.172210812602952,3.985950938721928,2.0,8.008505554819523,13.73010713874263,3.044522437723423,7.011213987350367,0.3638001053192341,1.0,1.0,0.9305680793507664,0.3862234057686354,0.0,0.0894843058954871,0.3638001053192341
1590,265826.6666666667,48842.0,31819.97476557062,30.359637681235284,14.0,6.0,2050.6666666666665,8.0,11.894658996587948,-0.316524856660742,4.254039303132121,2.0,3.0638608083339345,-0.1842687406238776,2.6390573296152584,10.79634587742716,0.7938438393644256,0.4285714285714285,0.6666666666666666,0.7607182343065395,0.4737598438718262,0.5808139303142765,0.3117774319915919,0.7938438393644256
4134,0.953342438124437,3751.0,0.0878799984057817,162.45088247861273,1776.0,1776.0,0.0013128200793918,0.0,61.24540799113026,-31.460526786879573,8.507062728355125,2.0,8.206743925756935,-2.0010669511869823,7.4821189235521155,8.229777750081887,0.994841931879593,1.0,0.0940315315315315,0.5422553985603839,0.8413521414706798,0.0,0.8395881218461864,0.994841931879593
1510,264.18550833333336,569.0,61.89071233954306,7.81473482511026,30.0,30.0,15.6040804,0.0,5.447186284898394,0.4154259962824678,1.2572364612684248,2.0,1.74040662852075,-0.5355351225188589,3.4011973816621555,6.343880434126331,0.95263512240186,1.0,0.9666666666666668,0.6274165202108963,0.8799571923747482,0.0,0.0045694200351493,0.95263512240186
1489,3.551564,5404.0,-1.2287194670162342e-08,0.3397489886095838,5.0,5.0,-2.7242244,0.0,1.4823930527848386,0.2094948505005703,0.4928946632519743,2.0,0.7794652586095059,-0.857283480990918,1.6094379124341005,8.59489469908009,0.8731822577241405,1.0,0.8,0.7065136935603257,0.4977938930024688,0.0,0.0,0.8731822577241405
1494,16.562963414634147,1055.0,2.683521574384464,44.71323748559392,41.0,41.0,0.3683878048780488,0.0,26.845983240149803,-1.7621976606259444,4.734293503155554,2.0,3.798639220053295,-0.2218803903887991,3.713572066704308,6.961296045910167,0.9223486063040568,1.0,0.7073170731707317,0.6625592417061611,0.7041822472530486,0.0,0.4631140908565483,0.9223486063040568
1497,5.008958333333333,5456.0,2.04579234634653,2.368822458469772,24.0,24.0,0.6217916666666666,0.0,3.8301415530944993,0.0175639484450319,1.0631995040465436,4.0,1.5222576378064734,-1.6045954541833634,3.1780538303479458,8.604471199523298,1.7146327422659768,1.0,0.5833333333333334,0.4041422287390029,0.6242383787073096,0.0,0.0,0.8573163711329884
1501,1.0,1593.0,0.3286252354048964,-0.9633611989432298,256.0,256.0,0.0,0.0,4.64659917136922,-0.6138373506227648,0.6186683869892854,10.0,0.8093820477591864,-2.0009955944217306,5.545177444479562,7.373374309910049,3.32181948968678,1.0,0.0,0.1016949152542373,0.9354641961638436,0.0,0.6713747645951036,0.9999673065769396
1480,1026.8444444444442,583.0,60.14487102267963,30.04207633619092,10.0,9.0,10.155555555555557,1.0,10.54617721691247,-0.2856721864357384,3.4367847473413016,2.0,3.2908126195510503,-0.5600656409430136,2.302585092994046,6.368187186350492,0.8640904272487622,0.9,0.7777777777777778,0.7135506003430532,0.3433639302343039,0.5128644939965694,0.0,0.8640904272487622
1485,577.804,2600.0,488.0610338461538,0.0833314934244097,500.0,500.0,400.176,0.0,0.1717535020741266,-0.1191488199631626,0.054578009998782,2.0,0.0329497436898528,-0.963889452884454,6.214608098422191,7.863266724009573,1.0,1.0,0.97,0.5,0.5039281120705731,0.0,7.692307692307693e-07,1.0
1486,1.0,34465.0,0.7934464503790689,306.4411177588575,118.0,89.0,0.0100608651685393,29.0,1.960270765633189,-65.61537184944729,15.989605330176008,2.0,-6.856689216231612,-1.8414569295672605,4.770684624465665,10.447699595319753,0.8629999927875764,0.7542372881355932,0.2921348314606741,0.7143769041056144,0.8221569356677583,0.6294431632290629,0.0210687605240294,0.8629999927875764
1487,316.4888888888889,2534.0,296.494606499841,1.4930547521289843,72.0,72.0,268.71527777777777,0.0,7.376460911548501,-1.308358975387135,1.1199390479939106,2.0,0.0859560148142107,-0.9765331961089494,4.276666119016055,7.837554360881084,0.3397904253160801,1.0,0.9027777777777778,0.936858721389108,0.4206856151397,0.0,0.0124693063228974,0.3397904253160801
1468,1.147196261682243,1080.0,0.0082132658359293,636.4605777891868,856.0,856.0,0.0,0.0,32.86335345031001,0.6326488459305634,9.943146678804792,9.0,23.16238193688335,-1.25941683398173,6.752270376141742,6.984716320118266,3.169925001442312,1.0,0.0011682242990654,0.1111111111111111,0.9952367050471616,0.0,0.992176142263759,1.0
1475,14.915953921568626,6118.0,-0.0005510331198841,228.1908672595789,51.0,51.0,-1.176286705882353,0.0,53.78484491555244,-1.875764427110488,11.228097739595086,6.0,7.440976027873586,-0.971971602375862,3.9318256327243257,8.718990524710849,2.300007058067345,1.0,0.8627450980392157,0.4174566851912389,0.4506940724470192,0.0,0.0,0.889764187072612
1462,10.038325,1372.0,0.6405147434402334,0.1447946914411857,4.0,4.0,-8.662374999999999,0.0,1.0885685435217802,-1.022243043654092,0.7665955220364644,2.0,-0.1192914188861706,-0.7515813814324832,1.3862943611198906,7.22402480828583,0.991128125746746,1.0,0.5,0.5553935860058309,0.9299744356425366,0.0,0.0,0.991128125746746
1464,3180.5,748.0,356.99498663101605,10.224505250350324,4.0,4.0,63.25,0.0,3.2112654741848314,0.7494502906271294,1.0290264380909504,2.0,2.263111192925168,-0.2456311794024319,1.3862943611198906,6.617402977974478,0.7916446298452327,1.0,0.75,0.7620320855614974,0.3592441979316588,0.0,0.0016711229946524,0.7916446298452327
4534,,11055.0,,0.0,30.0,0.0,,30.0,0.0,0.0,0.0,2.0,0.0,0.0,3.4011973816621555,9.310638093291546,0.99062392274143,0.0,,0.5569425599276345,,0.5405894768581335,,0.99062392274143
6332,5086.572777777778,540.0,2198.883737668649,10.368503105342056,37.0,18.0,1297.7547916666667,19.0,11.529524541397825,-1.9488541000809052,2.74854794970515,2.0,1.1927454607436991,-1.7519473536570327,3.610917912644224,6.29156913955832,0.9824740868386408,0.4864864864864865,0.8333333333333334,0.5777777777777777,0.3890793922192854,0.6762768992817628,0.1059670781893004,0.9824740868386408
1461,15482.857142857143,45211.0,245.8171083522657,673.0300915847329,16.0,7.0,-1142.857142857143,9.0,41.84645447266293,0.093079014021224,13.728908551697351,2.0,8.806191925405031,-1.0598973728286007,2.772588722239781,10.719095699044251,0.5206312212538164,0.4375,0.5714285714285714,0.8830151954170445,0.4153596748102075,0.5147087353298231,0.1278797511351535,0.5206312212538164
4538,0.062485166875,9873.0,0.0013097793076762,47.8223087118052,32.0,32.0,-0.0405160496875,0.0,7.171537944883606,-1.8838558879721203,2.269718101107365,5.0,0.953503583747384,7.60172743206793,3.4657359027997265,9.19755903761145,2.193423736133549,1.0,1.0,0.2987946925959688,0.4734742036244067,0.0,4.431277220702927e-05,0.9446561850744792
1478,1.0,10299.0,-0.5086202175851141,13.662956850925571,561.0,561.0,-1.0,0.0,14.029483769965228,-3.4904020922604637,2.282532105772572,6.0,1.6370975866256592,-1.8473533861205715,6.329720905522696,9.239802082125802,2.5759228762942774,1.0,0.9037433155080212,0.1887561899213516,0.9970690455657846,0.0,0.0001396740143505,0.996502995914116
23381,5.0,500.0,3.5286,-0.5820891187268202,12.0,1.0,0.0,11.0,-1.1647649580553912,-1.1647649580553912,0.0,2.0,-1.1647649580553912,-0.5820891187268202,2.4849066497880004,6.214608098422191,0.9814538950336535,0.0833333333333333,1.0,0.58,0.0408465337303294,0.608322832237596,0.24,0.9814538950336535
40499,0.4099,5500.0,-0.6055166227272728,1.198135059339751,40.0,40.0,-1.1671,0.0,2.668850679615686,-1.1402409817139203,0.9326420587047108,11.0,0.2853136375729959,-1.080511792253398,3.688879454113936,8.612503371220562,3.4594316186372978,1.0,0.9,0.0909090909090909,0.9896146747412232,0.0,0.000190909090909,1.0000000000000002
40668,,67557.0,,0.0,42.0,0.0,,42.0,0.0,0.0,0.0,3.0,0.0,0.0,3.737669618283368,11.120726964962447,1.2184443563726473,0.0,,0.6583033586452921,,0.7247779124083576,,0.7687527975067274
40966,1.405553079168831,1080.0,0.6718868120257284,4.53957626531183,77.0,77.0,0.2907172818311688,0.0,4.738900324275433,-0.8812167378685406,1.2460270379206175,8.0,0.7856041308218357,-0.7374629664490864,4.343805421853684,6.984716320118266,2.993026787316555,1.0,0.961038961038961,0.1388888888888889,0.9887738511025064,0.0,0.0,0.997675595772185
40982,1398296.8505666668,1941.0,130102.82519640506,109.58603680278624,27.0,27.0,555.4742111111111,0.0,39.29315840666641,-0.928582412476996,8.48246750621855,7.0,3.741247383978777,-1.856356413286352,3.295836866004329,7.57095858316901,2.410690442272441,1.0,0.5555555555555556,0.3467284904688305,0.8057553077486906,0.0,0.0552407121186101,0.8587052614300601
40994,0.9985849035171545,540.0,0.5000220580606145,-1.2000057830744846,18.0,18.0,0.0013603894167183,0.0,0.0012745617924147,-0.0008327431520984,0.0006901708377603,2.0,5.469199016381442e-06,-1.201386143326139,2.8903717578961645,6.29156913955832,0.4201910370851765,1.0,0.0,0.9148148148148147,0.5272502568629752,0.0,0.0,0.4201910370851765
40983,1076.1246028,4839.0,204.9711689027485,48.007919021166,5.0,5.0,50.8578946,0.0,7.731518525098035,-0.7507825285801026,3.5081855245432423,2.0,3.3734293299197677,-0.0153165018445085,1.6094379124341005,8.48446336679332,0.3028903171988337,1.0,1.0,0.9460632362058276,0.3908238017311749,0.0,0.0004546393883033,0.3028903171988337
40975,,1728.0,,0.0,6.0,0.0,,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.791759469228055,7.454719949364001,1.2057409700121753,0.0,,0.7002314814814815,,0.0,,0.6028704850060876
40984,206.1190640625,2310.0,13.168660605582904,43.45473607415195,16.0,16.0,-6.190261250993412,0.0,16.90093525486995,-0.8853608418421648,4.85169929223892,7.0,3.7262322810926394,-0.518650805515624,2.772588722239781,7.745002803515839,2.807354922057604,1.0,0.8125,0.1428571428571428,0.9692253576966268,0.0,0.1374729437229437,1.0
40979,6.866666666666666,2000.0,4.026270833333333,-0.827860818739741,240.0,240.0,1.0,0.0,4.30240929394137,-2.338510612778247,0.9627744257301332,10.0,-0.0363703430428612,-1.9183986446879149,5.480638923341991,7.600902459542082,3.321928094887362,1.0,0.1333333333333333,0.1,0.9641135857246568,0.0,0.0,1.0
40996,252.42091836734693,70000.0,72.96981142492712,199.6731496263181,784.0,784.0,0.0,0.0,155.91120349859975,-0.8681746554596633,12.715320162596916,10.0,3.621922110655375,-1.736521428725607,6.664409020350408,11.156250521031495,3.321928094887362,1.0,0.1122448979591836,0.1,0.9645633552845648,0.0,0.5017434584548105,1.0
41027,7.0,44819.0,3.7195794938158655,-1.3344777899265132,6.0,6.0,0.0,0.0,4.447057582978356e-05,-0.6292509535267047,0.2966341906362588,3.0,-0.2097468597694192,-1.421674193906212,1.791759469228055,10.71038743563792,1.3491090889091475,1.0,0.0,0.5145585577545237,0.5395570067218494,0.0,0.1891980335720713,0.851193065006462
23517,1.0,96320.0,0.500974486303292,-1.2005501277473247,21.0,21.0,1.9359191313973577e-05,0.0,0.0681816940521725,-0.1002872068752702,0.0409138070821475,2.0,-0.0025658648842139,-1.3004674163037937,3.044522437723423,11.475431260542647,0.9999228673926668,1.0,0.0,0.5051702657807309,0.0578554733909396,0.0,7.415757000474609e-06,0.9999228673926668
40923,195.234375,92000.0,61.25059867527173,-0.2077328924996659,1024.0,1024.0,0.0,0.0,5.207717655054077,-0.6101155606061641,0.791881926669403,46.0,0.7113835651738887,-1.839789554585314,6.931471805599453,11.429543856031176,5.523561956057012,1.0,0.1279296875,0.0217391304347826,0.8304875793335197,0.0,0.6015295728600544,1.0
40927,255.0,60000.0,120.8444967285156,-0.7583784658177137,3072.0,3072.0,0.0,0.0,0.552281118685564,-0.0788594465829101,0.1518814387345166,10.0,0.2019048512685945,-1.3247857118005912,8.030084094267563,11.002099841204238,3.321928094887362,1.0,0.0,0.1,0.6804423638053877,0.0,0.0024078993055555,1.0
40978,446.6666666666667,3279.0,53.958871149740766,29.142023258527654,1558.0,3.0,0.0,1555.0,7.516081525401606,1.7146789220041931,2.596619170296242,2.0,3.862700869296623,2.6248214548128708,7.351158226430694,8.095293776844649,0.5841908881393563,0.0019255455712451,1.0,0.8600182982616651,0.5808292802350358,0.9842587880196398,0.2758971231066382,0.5841908881393563
40670,,3186.0,,0.0,180.0,0.0,,180.0,0.0,0.0,0.0,3.0,0.0,0.0,5.19295685089021,8.066521490469993,1.4797951605545787,0.0,,0.5191462649089768,,0.4963590709353421,,0.9336467959849356
40701,444.8775,5000.0,224.322423625,0.184769793956574,20.0,16.0,0.0625,4.0,1.360692479402265,-0.210286114678473,0.466122049111507,2.0,0.1395287334036856,-1.2,2.995732273553991,8.517193191416238,0.5878935751446988,0.8,0.875,0.8586,0.268386005994546,0.5270250000000001,0.0479375,0.5878935751446988
