task_id,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,classifier__bootstrap_0.0,classifier__bootstrap_1.0,classifier__criterion_0.0,classifier__criterion_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
3,-0.6319476138700603,-1.6486116272021551,-1.2759108783015327,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.3554144453239102,-1.6486116272021551,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.5225920833785375,-1.6486116272021551,0.36349785302743287,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.861868836132397,-1.3015121363393587,-1.2759108783015327,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.3321056539999419,-1.6486116272021551,0.18134132732421443,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.5286598141518928,-1.4750618817707568,0.9099674301370881,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.0523477541283228,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.48266845801910635,-1.3015121363393587,-1.0937543525983144,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,1.6742570522485576,-1.6486116272021551,-0.36512824978544084,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.3452570113319775,-1.3015121363393587,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.10885192291670844,-1.1279623909079601,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.7368260672146074,-1.6486116272021551,0.36349785302743287,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.17331912543697672,-1.3015121363393587,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-1.02464963420092,-1.6486116272021551,-0.1829717240822224,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,1.6250623470185104,-1.6486116272021551,1.2742804815435247,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.41286370721998633,-1.6486116272021551,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.4282148866830045,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.5233288566403633,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-1.4477922688367946,-1.6486116272021551,-0.36512824978544084,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.646669372968446,-1.3015121363393587,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-1.285290277132559,-1.6486116272021551,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.17824508677288603,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.8552906431322812,-1.3015121363393587,-0.36512824978544084,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.4616823852647912,-1.1279623909079601,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.34537279371039714,-1.6486116272021551,-1.2759108783015327,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,0.8447322823460998,-1.4750618817707568,-0.0008151983790039855,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,0.5401378924973899,-1.4750618817707568,1.456437007246743,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.6206766813295146,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.19901506817309797,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.4707997562740005,-1.6486116272021551,0.18134132732421443,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,1.3099743477596755,-1.4750618817707568,-0.36512824978544084,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-1.31221048999214,-1.4750618817707568,1.2742804815435247,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.8669473391686925,-1.4750618817707568,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.7111489620382907,-1.4750618817707568,0.9099674301370881,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,1.6710905600808272,-1.6486116272021551,0.18134132732421443,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.4337239476980301,-1.3015121363393587,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.07747898247073985,-1.6486116272021551,-0.0008151983790039855,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.9518670800822935,-1.3015121363393587,-1.6402239297079697,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.05244268280019941,-1.4750618817707568,-0.7294413011918774,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,1.041377751627287,-1.4750618817707568,0.18134132732421443,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.1588020989256004,-1.4750618817707568,0.18134132732421443,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,0.9149620793771145,-1.6486116272021551,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,0.4142789579338132,-1.3015121363393587,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.7003378680358743,-1.6486116272021551,-1.2759108783015327,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.2915225849758714,-1.6486116272021551,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.4666132549973908,-0.9544126454765618,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.3764843923277276,-1.6486116272021551,-0.9115978268950959,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.3532608389146161,-1.4750618817707568,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,0.8850933775359666,-1.4750618817707568,1.6385935329499615,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.4330148183087015,-1.1279623909079601,-0.0008151983790039855,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.3330409119189815,-0.9544126454765618,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.2091182155641923,-1.4750618817707568,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.8511568499397547,-1.6486116272021551,-0.36512824978544084,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,-0.393727592778936,-1.4750618817707568,-0.7294413011918774,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.48247754034650886,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.6301989721422865,-1.4750618817707568,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.0346280902660778,-1.1279623909079601,1.0921239558403062,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.5508476040859143,-1.4750618817707568,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.10703458434501478,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.9461777224464143,-1.4750618817707568,0.5456543787306513,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.3176535804623391,-1.6486116272021551,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-1.3786297398176195,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.1452261826045305,-1.4750618817707568,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.1495565792619,-1.6486116272021551,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,1.6906319321183438,-1.6486116272021551,1.0921239558403062,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-0.9717875215290128,-1.3015121363393587,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.6693998374993486,-1.6486116272021551,-0.5472847754886591,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,-0.35995675110202874,-1.6486116272021551,0.5456543787306513,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,0.27357927632468104,-1.1279623909079601,-0.7294413011918774,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.9931183918779897,-1.4750618817707568,0.9099674301370881,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.5718080509420522,-1.4750618817707568,-0.36512824978544084,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,-0.701769335001694,-1.3015121363393587,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,1.0711972445863442,-1.3015121363393587,0.5456543787306513,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,0.12671097697028008,-1.4750618817707568,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-1.4953147805866935,-1.4750618817707568,-0.9115978268950959,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,1.6966479181524015,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.8559215084845742,-1.3015121363393587,-0.7294413011918774,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.8081409187797557,-1.4750618817707568,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1.380359889524804,-1.6486116272021551,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,-0.39333113494859767,-1.3015121363393587,0.18134132732421443,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,-0.9576821164816529,-1.6486116272021551,-0.9115978268950959,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-1.0467869876233356,-1.4750618817707568,-0.0008151983790039855,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.4177610991481882,-1.6486116272021551,-1.6402239297079697,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3,1.0581669192224157,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.14492068792504087,-1.3015121363393587,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.9522963823937132,-1.1279623909079601,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.21604788196313615,-1.6486116272021551,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-1.1191700799209316,-1.3015121363393587,-0.1829717240822224,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,1.01498690691409,-1.4750618817707568,-1.6402239297079697,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,1.0307543738872247,-1.6486116272021551,-0.7294413011918774,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.7589228392944176,-1.4750618817707568,0.7278109044338698,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,0.9161804965469789,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.1527699612277674,-1.4750618817707568,-0.0008151983790039855,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-1.294027039238581,-1.4750618817707568,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-1.4945638101190237,-1.4750618817707568,-0.36512824978544084,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.6664705047178612,-1.1279623909079601,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.2391337039912156,-1.4750618817707568,-0.7294413011918774,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.5268749666090483,-1.4750618817707568,-0.0008151983790039855,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,-0.7471815261538869,-1.6486116272021551,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.8338142538492137,-1.1279623909079601,-0.1829717240822224,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-0.22079455711914844,-0.9544126454765618,-0.36512824978544084,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,1.3253782446522764,-1.6486116272021551,0.18134132732421443,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,0.71159395005028,-1.4750618817707568,0.9099674301370881,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3,1.7258682927209772,-1.4750618817707568,0.18134132732421443,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,1.3826092030687887,-1.6486116272021551,1.0921239558403062,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,-0.2458596114434632,-1.3015121363393587,0.36349785302743287,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.20564411751743752,-1.4750618817707568,-1.6402239297079697,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.7406806197917349,-0.9544126454765618,0.9099674301370881,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.513772334515872,-1.6486116272021551,0.9099674301370881,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.2907494561889962,-1.3015121363393587,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3,-0.41156547071849914,-1.4750618817707568,0.36349785302743287,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,-1.0135823535873822,-1.4750618817707568,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,1.4118603445003794,-1.6486116272021551,-0.1829717240822224,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,-0.6311193939895975,-1.6486116272021551,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,-0.04937163985421803,-1.3015121363393587,-1.6402239297079697,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-1.3230171726281093,-1.4750618817707568,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3,-1.0890616954041785,-1.6486116272021551,-1.0937543525983144,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3,0.4219430035502302,-1.4750618817707568,0.9099674301370881,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3,0.38427125775018384,-1.3015121363393587,0.36349785302743287,0.0,1.0,1.0,0.0,1.0,0.0,0.0
