task_id,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,classifier__bootstrap_0.0,classifier__bootstrap_1.0,classifier__criterion_0.0,classifier__criterion_1.0,imputation__strategy_0.0,imputation__strategy_1.0,imputation__strategy_2.0
11,-1.3831222097007756,-1.1279623909079601,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,-1.206228245308532,0.08688582711182796,-0.36512824978544084,1.0,0.0,1.0,0.0,0.0,0.0,1.0
11,-1.6205064623531427,-1.1279623909079601,0.9099674301370881,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,-0.8359796937048671,-1.4750618817707568,1.456437007246743,1.0,0.0,1.0,0.0,0.0,0.0,1.0
11,-0.2921125343078149,-0.6073131546137652,1.456437007246743,1.0,0.0,1.0,0.0,0.0,0.0,1.0
11,-1.5254540825159475,-0.0866639183195703,0.36349785302743287,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,-1.5393930472227781,-1.4750618817707568,0.7278109044338698,1.0,0.0,1.0,0.0,0.0,0.0,1.0
11,-1.4771928928773324,-0.9544126454765618,-0.0008151983790039855,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,-1.3116552381731237,-0.26021366375096855,1.456437007246743,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,-0.22215428766658016,-0.6073131546137652,0.36349785302743287,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11,-0.1666297354008099,-0.7808629000451635,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,-0.30997256390644684,-1.1279623909079601,1.0921239558403062,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,-0.16992427483602002,-0.4337634091823668,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,-0.5768263341858789,-0.9544126454765618,1.0921239558403062,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,-0.6130322464472535,-0.6073131546137652,-1.4580674040047512,1.0,0.0,1.0,0.0,0.0,1.0,0.0
11,-1.2467700538157056,0.08688582711182796,0.36349785302743287,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,-1.446461421448824,-1.6486116272021551,1.456437007246743,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11,-0.2991658178318276,0.2604355725432264,-1.6402239297079697,1.0,0.0,1.0,0.0,0.0,1.0,0.0
12,-1.0953013212871667,-1.4750618817707568,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12,-1.2700143893151539,-0.7808629000451635,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12,-0.7912587098312767,-1.1279623909079601,-1.6402239297079697,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12,-0.9878182730097289,-1.6486116272021551,1.456437007246743,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,-0.6720331539016814,-1.6486116272021551,-0.36512824978544084,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,0.017921524248005846,-1.6486116272021551,-1.2759108783015327,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12,-1.2383764624632736,-0.7808629000451635,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,-0.9141495785302,-1.6486116272021551,-0.36512824978544084,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,0.2862646121313972,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,-1.609787884052613,-1.1279623909079601,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
12,-0.8328016249788839,-1.6486116272021551,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,-1.4254987500683767,-1.1279623909079601,-1.2759108783015327,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12,-1.1172864516220413,-1.4750618817707568,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12,-1.5329418010063984,-1.4750618817707568,-0.36512824978544084,0.0,1.0,1.0,0.0,0.0,0.0,1.0
12,-1.4993610935841275,-1.6486116272021551,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,-1.3488929256305742,-0.9544126454765618,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,-1.6233064756918714,-1.3015121363393587,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,-1.364092618724137,-0.9544126454765618,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12,-0.2074499976488026,-1.3015121363393587,-0.0008151983790039855,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12,-0.9185235845953884,-1.3015121363393587,-0.5472847754886591,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,-1.217884750144225,-1.4750618817707568,-0.9115978268950959,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,-0.450544922530753,-1.4750618817707568,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,0.0,1.0
14,-1.6564734898370554,-1.4750618817707568,0.18134132732421443,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14,-1.3360050482430978,-1.3015121363393587,-0.36512824978544084,0.0,1.0,1.0,0.0,0.0,1.0,0.0
14,-1.3890972754109006,-1.3015121363393587,0.9099674301370881,0.0,1.0,0.0,1.0,0.0,0.0,1.0
14,-0.47963448335496034,-0.9544126454765618,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-1.3200304246265873,-1.4750618817707568,1.2742804815435247,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-0.38463479379764576,-1.6486116272021551,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14,-1.1861310789190025,-1.6486116272021551,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,-1.4691661267014526,-1.3015121363393587,0.5456543787306513,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-0.7387456934013561,-1.6486116272021551,-0.9115978268950959,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14,-0.29480420196093904,-1.1279623909079601,1.2742804815435247,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-1.58362296047589,-1.4750618817707568,0.36349785302743287,0.0,1.0,1.0,0.0,0.0,1.0,0.0
14,-1.676563908745583,-1.6486116272021551,0.36349785302743287,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-1.5904805753213078,-1.6486116272021551,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,0.0,1.0
14,-0.5882870168766776,-1.6486116272021551,0.18134132732421443,0.0,1.0,1.0,0.0,0.0,0.0,1.0
14,-1.212291587591268,-0.6073131546137652,-0.1829717240822224,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-0.8588360183108493,-1.4750618817707568,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,-0.590694425766894,-1.1279623909079601,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14,-0.3331205324064259,-1.6486116272021551,-1.2759108783015327,0.0,1.0,1.0,0.0,1.0,0.0,0.0
15,-1.6320203715944857,-0.9544126454765618,-0.5472847754886591,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15,-1.4882933626084505,-0.0866639183195703,-0.7294413011918774,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15,-1.2612225894689015,1.6488335359944128,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-1.443721467971784,-0.26021366375096855,1.456437007246743,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15,-1.2562629097239026,-1.4750618817707568,-0.7294413011918774,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,-1.2790254920604318,-0.4337634091823668,-0.7294413011918774,0.0,1.0,1.0,0.0,0.0,0.0,1.0
15,-1.273453165417956,-1.1279623909079601,0.9099674301370881,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15,-1.4665166440930022,-0.6073131546137652,1.6385935329499615,0.0,1.0,1.0,0.0,0.0,1.0,0.0
15,-1.100400342833095,-0.7808629000451635,0.36349785302743287,0.0,1.0,1.0,0.0,0.0,1.0,0.0
15,-1.273239621773511,0.08688582711182796,1.2742804815435247,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15,-1.231839045414334,0.43398531797462486,-1.0937543525983144,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15,-1.5595258865807407,0.7810848088374214,-0.9115978268950959,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15,-0.8700785186746459,-0.6073131546137652,1.456437007246743,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15,-1.2561095705944978,-1.3015121363393587,1.2742804815435247,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15,-1.2734620304947164,-0.7808629000451635,0.9099674301370881,0.0,1.0,1.0,0.0,0.0,0.0,1.0
15,-1.5212053571148347,-0.6073131546137652,0.5456543787306513,1.0,0.0,1.0,0.0,1.0,0.0,0.0
15,-1.5968741795051677,-1.1279623909079601,0.9099674301370881,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15,-1.6012244807615448,-0.6073131546137652,0.36349785302743287,0.0,1.0,1.0,0.0,1.0,0.0,0.0
15,-1.661976667114368,0.2604355725432264,0.7278109044338698,0.0,1.0,1.0,0.0,1.0,0.0,0.0
15,-1.3080007196588554,-0.6073131546137652,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,1.0,0.0
16,-1.245767413148766,-1.4750618817707568,-0.9115978268950959,1.0,0.0,1.0,0.0,0.0,1.0,0.0
16,-1.489440813231744,-1.3015121363393587,-0.0008151983790039855,0.0,1.0,1.0,0.0,0.0,1.0,0.0
16,-0.8310275964829316,-1.3015121363393587,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,1.0,0.0
16,-1.6603306406506686,-1.1279623909079601,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16,-1.2549428087551682,-0.7808629000451635,-0.36512824978544084,0.0,1.0,1.0,0.0,0.0,1.0,0.0
16,-1.4788933893047875,-1.4750618817707568,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16,-0.7464193207204805,-1.6486116272021551,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,1.0,0.0
16,-1.1520223008362007,-0.4337634091823668,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
16,-1.6377288498438394,-0.7808629000451635,0.7278109044338698,0.0,1.0,1.0,0.0,0.0,1.0,0.0
16,-1.2596349898835069,-1.4750618817707568,-0.1829717240822224,0.0,1.0,0.0,1.0,1.0,0.0,0.0
16,-1.6329039418844322,-1.3015121363393587,1.2742804815435247,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16,-1.6094981627346565,-0.7808629000451635,-0.5472847754886591,1.0,0.0,1.0,0.0,1.0,0.0,0.0
16,-1.6461126963230726,-1.4750618817707568,-0.1829717240822224,1.0,0.0,1.0,0.0,1.0,0.0,0.0
16,-1.1836688101135735,-1.4750618817707568,-1.0937543525983144,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16,-0.9985226027833441,-1.3015121363393587,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16,-1.5997613439795568,-1.1279623909079601,-0.0008151983790039855,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,-1.6795513632910024,-0.6073131546137652,-1.0937543525983144,0.0,1.0,1.0,0.0,0.0,1.0,0.0
16,-1.422081673306965,-1.3015121363393587,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16,-1.6739955092847483,-0.6073131546137652,0.5456543787306513,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16,-1.189070863565316,-1.3015121363393587,0.36349785302743287,1.0,0.0,1.0,0.0,1.0,0.0,0.0
18,1.0336709937088184,-1.4750618817707568,1.456437007246743,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,-0.502482157442834,0.2604355725432264,-1.6402239297079697,0.0,1.0,1.0,0.0,1.0,0.0,0.0
18,-0.6565209111294487,-1.1279623909079601,-1.6402239297079697,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,0.7643220718859108,-0.7808629000451635,1.6385935329499615,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,-1.00047400236998,-1.4750618817707568,-0.1829717240822224,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18,-0.6660832675472186,-0.4337634091823668,-0.9115978268950959,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18,0.5794227928215187,0.9546345542688198,-1.6402239297079697,0.0,1.0,1.0,0.0,1.0,0.0,0.0
18,1.4213567887417766,0.08688582711182796,1.2742804815435247,1.0,0.0,1.0,0.0,0.0,1.0,0.0
18,-0.3752972891684391,-0.4337634091823668,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18,-0.24981597044776938,-0.6073131546137652,0.5456543787306513,0.0,1.0,1.0,0.0,0.0,0.0,1.0
18,1.610503969699043,0.08688582711182796,-0.5472847754886591,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,-0.24882812257398174,0.08688582711182796,-1.6402239297079697,0.0,1.0,1.0,0.0,0.0,0.0,1.0
18,-0.690164244947408,-0.6073131546137652,-0.36512824978544084,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,0.29752192013056467,0.43398531797462486,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18,0.6045618601813851,1.1281842997002178,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
18,1.2326496504527023,-0.0866639183195703,0.5456543787306513,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18,-0.3973694230997879,-0.9544126454765618,-0.5472847754886591,1.0,0.0,1.0,0.0,1.0,0.0,0.0
18,1.7265437724091146,-0.6073131546137652,-0.1829717240822224,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,0.5908808014488618,0.7810848088374214,1.0921239558403062,0.0,1.0,1.0,0.0,0.0,1.0,0.0
18,1.5293988369385572,0.6075350634060229,-1.6402239297079697,1.0,0.0,1.0,0.0,1.0,0.0,0.0
22,-1.2806252732698957,-1.6486116272021551,-1.2759108783015327,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22,-0.3377255162673629,-1.6486116272021551,-0.9115978268950959,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,-0.4198830309275516,-1.3015121363393587,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
22,-0.5454613062898372,-1.4750618817707568,0.36349785302743287,0.0,1.0,1.0,0.0,0.0,0.0,1.0
22,-1.0476208746863431,-1.6486116272021551,0.36349785302743287,1.0,0.0,1.0,0.0,0.0,1.0,0.0
22,-1.2247760791665603,-1.1279623909079601,-0.9115978268950959,0.0,1.0,1.0,0.0,0.0,1.0,0.0
22,-1.580503344194012,-1.1279623909079601,-0.1829717240822224,0.0,1.0,1.0,0.0,1.0,0.0,0.0
22,-1.6485982756573765,-1.6486116272021551,1.456437007246743,0.0,1.0,1.0,0.0,0.0,1.0,0.0
22,-1.5482988845723393,-0.9544126454765618,-0.9115978268950959,0.0,1.0,1.0,0.0,0.0,1.0,0.0
22,-1.3374125057675794,-1.1279623909079601,-0.5472847754886591,0.0,1.0,1.0,0.0,0.0,0.0,1.0
22,-0.4730208012846378,-1.6486116272021551,-0.36512824978544084,1.0,0.0,1.0,0.0,1.0,0.0,0.0
22,-1.3998844205478154,-1.6486116272021551,0.7278109044338698,1.0,0.0,1.0,0.0,0.0,0.0,1.0
22,-1.5260559415957409,-1.3015121363393587,-1.4580674040047512,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,-0.4630167239621967,-1.1279623909079601,-0.7294413011918774,0.0,1.0,1.0,0.0,0.0,1.0,0.0
22,-0.587054282396338,-1.3015121363393587,-0.36512824978544084,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22,-1.2827684352373694,-1.4750618817707568,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,-1.687083960944859,-0.6073131546137652,-0.1829717240822224,0.0,1.0,0.0,1.0,1.0,0.0,0.0
22,-0.8511852889740803,-0.9544126454765618,-0.9115978268950959,0.0,1.0,1.0,0.0,0.0,0.0,1.0
22,-1.5918805307932253,-0.7808629000451635,0.5456543787306513,0.0,1.0,0.0,1.0,1.0,0.0,0.0
22,-1.1393998145230535,-1.1279623909079601,0.7278109044338698,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,1.0174793702735383,1.6488335359944128,0.5456543787306513,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,0.9992185991360075,1.3017340451316164,1.6385935329499615,0.0,1.0,0.0,1.0,1.0,0.0,0.0
23,1.1404884655367191,1.3017340451316164,-0.5472847754886591,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,0.9519501707768301,0.9546345542688198,0.9099674301370881,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,0.39504158746411117,0.9546345542688198,1.2742804815435247,1.0,0.0,0.0,1.0,1.0,0.0,0.0
23,1.002473871083998,1.3017340451316164,-0.0008151983790039855,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23,-0.4085844573696078,1.1281842997002178,1.2742804815435247,0.0,1.0,1.0,0.0,0.0,1.0,0.0
23,0.6000302348606118,1.3017340451316164,-0.7294413011918774,1.0,0.0,0.0,1.0,0.0,0.0,1.0
23,0.7106807074606257,-0.4337634091823668,-0.0008151983790039855,1.0,0.0,0.0,1.0,0.0,0.0,1.0
23,-0.09249525313493513,-0.26021366375096855,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,1.0,0.0
23,0.2548217317793053,1.4752837905630147,-0.9115978268950959,0.0,1.0,0.0,1.0,1.0,0.0,0.0
23,-0.5513434703171707,1.1281842997002178,0.7278109044338698,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,0.9712443202851294,0.9546345542688198,0.7278109044338698,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,1.5484742079513634,1.6488335359944128,1.2742804815435247,1.0,0.0,1.0,0.0,0.0,0.0,1.0
23,-0.38438850808211883,0.2604355725432264,0.9099674301370881,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,1.045996634748946,0.2604355725432264,1.0921239558403062,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23,-0.24928586535306896,1.4752837905630147,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0
23,1.291343294954781,1.4752837905630147,-1.4580674040047512,1.0,0.0,0.0,1.0,1.0,0.0,0.0
23,0.3488210153698449,0.43398531797462486,-0.36512824978544084,1.0,0.0,0.0,1.0,0.0,0.0,1.0
23,0.8697913299598006,0.43398531797462486,0.7278109044338698,0.0,1.0,0.0,1.0,0.0,0.0,1.0
28,-0.7482516067144815,-1.3015121363393587,-1.4580674040047512,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,-1.521738507009484,-1.3015121363393587,0.36349785302743287,0.0,1.0,1.0,0.0,0.0,1.0,0.0
28,-1.365906987830171,-1.3015121363393587,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,-1.5365026983973364,-0.9544126454765618,-0.0008151983790039855,0.0,1.0,1.0,0.0,0.0,1.0,0.0
28,-1.6603757837861761,-0.7808629000451635,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,0.0,1.0
28,-0.988247004006546,-1.3015121363393587,-1.2759108783015327,0.0,1.0,0.0,1.0,1.0,0.0,0.0
28,-1.3025170802640196,-1.1279623909079601,0.7278109044338698,0.0,1.0,0.0,1.0,1.0,0.0,0.0
28,-1.209143633797903,-1.3015121363393587,1.0921239558403062,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28,-1.435853791474453,-1.4750618817707568,0.18134132732421443,1.0,0.0,0.0,1.0,1.0,0.0,0.0
28,-0.8725464163640742,-1.4750618817707568,-0.5472847754886591,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,-1.2120168081030667,-1.3015121363393587,-1.4580674040047512,1.0,0.0,1.0,0.0,0.0,0.0,1.0
28,-1.415701384294376,-0.7808629000451635,0.36349785302743287,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,-0.2354834246570951,-1.3015121363393587,-1.2759108783015327,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,-1.5803251481510412,-1.1279623909079601,0.5456543787306513,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,-1.4166690604982584,-1.6486116272021551,0.18134132732421443,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,-1.476545544556803,-0.6073131546137652,-0.1829717240822224,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28,-0.500443436584369,-1.6486116272021551,0.5456543787306513,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,-0.8749525136419476,-0.9544126454765618,-0.1829717240822224,0.0,1.0,1.0,0.0,0.0,0.0,1.0
28,-1.6380980596080932,-0.6073131546137652,-1.6402239297079697,0.0,1.0,0.0,1.0,1.0,0.0,0.0
28,-1.2834111330673175,-0.9544126454765618,-0.7294413011918774,0.0,1.0,0.0,1.0,1.0,0.0,0.0
29,-0.16934988922183192,-1.3015121363393587,-1.0937543525983144,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,1.0004045411597737,-1.1279623909079601,-1.6402239297079697,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,1.1972062987489636,-1.3015121363393587,-0.0008151983790039855,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,1.426866725884454,-0.9544126454765618,-0.36512824978544084,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,0.5355598847697715,-0.9544126454765618,-0.36512824978544084,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,-0.5246921606867488,-1.4750618817707568,-0.9115978268950959,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,0.13109219330313152,-1.3015121363393587,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,0.5215039516807726,-1.6486116272021551,0.9099674301370881,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,0.7391482269468643,-1.3015121363393587,-1.6402239297079697,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,-0.6937317410543026,-0.7808629000451635,-0.7294413011918774,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,1.3868310966287538,-0.7808629000451635,-1.4580674040047512,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,0.1708037252232647,-1.4750618817707568,-0.0008151983790039855,1.0,0.0,1.0,0.0,1.0,0.0,0.0
